0245903020755SRA              1215254  0USEVAL DIREC0000000000000000000000000000000
0246003020843BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0246103020841SRA              1215254  0USEVAL FILES0000000000000000000000000000000
0246203020850FRANK            4111413  2MAGCON      0000000000000000000000000000000
0246303021455DCSFRS       16316177547249LJB         0000000000000000000000000000000
0246403021540DCSFRS       16316177547249LJB         0000000000000000000000000000000
0246603022239BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0146703030857FRANK            4111413  2ATTT TAPE MV0000000000000000000000000000000
0246803031102FRANK            4111413  2MAGCON      0000000000000000000000000000000
0246903032003BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0247003040810FRANK            4111413  2MAGCON      0000000000000000000000000000000
0247103041504FRANK            4111413  2MAGCON      0000000000000000000000000000000
0247303042108KLPGTMP      42460313476249Y           1000000000000000000000000000000
0247403042139PNZOTMP      44425217245249Y           1000000000000000000000000000000
0247503050824BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0247603051032DCSFRS       16316177547249LJB         0000000000000000000000000000000
0247703051347FRANK            4111413  2MAGCON      0000000000000000000000000000000
0247803061135PNZOTMP      44425217245249LOAD PNZOTMP1000000000000000000000000000000
0247903061136PNZOTMP      44425217245249LOAD PNZOTMP1000000000000000000000000000000
0248003061234DCSMINN      16316365203249PURGE3      0000000000000000000000000000000
0248103061246DCSMINN      16316365203249PURGE4      0000000000000000000000000000000
0248203061346DCSMINN      16316365203249PURGE2      0000000000000000000000000000000
0248303061444PNZOTMP      44425217245249LOAD PNZOTMP1000000000000000000000000000000
0248403061446PNZOTMP      44425217245249LOAD PNZOTMP1000000000000000000000000000000
0248503061446PNZOTMP      44425217245249LOAD PNZOTMP1000000000000000000000000000000
0248603061542DCSMINN      16316365203249PURGE1      0000000000000000000000000000000
0249203061628BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0249303061652BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0249403062SMINN      16316365203249PURGE2      0000000000000000000000000000000
0249503070822BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0149803072224DCSMINN      16316365203249PURGE6      0000000000000000000000000000000
0249903072226DCSMINN      16316365203249PURGE6      0000000000000000000000000000000
0250003072316BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0250103080832BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0250203081228BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0250403081748SILVAM           1230617  0WK0301      0 1     6 10000000      0930308
0250503090817BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0250603090901FRANK            4111413  2MAGCON      0000000000000000000000000000000
0250703091119JCLMIN       11447271412  0JCLMIN      0000000000000000000000000000000
0250903092345BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0251103111622FRANK            4111413  2MAGCON      0000000000000000000000000000000
0251303112205BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0251403121156FRANK            4111413  2MAGCON      0000000000000000000000000000000
0251503130834BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0251603131035DCSMINN      16316365203249PURGE6      0000000000000000000000000000000
0251703131253BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0251803140815BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0251903140942BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0152003141850ZUMMO        11020 33411  3NONE        0000000000000000000000000000000
0252303142326FREMUR           1 16367  0WK0308      0 1     6 10000000      0930314
0252403150933DCSFRS       16316177547249LJB         0000000000000000000000000000000
0252503150936DCSFRS       16316177547249LJB         0000000000000000000000000000000
0252603150815BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0252703151010FRANK            4111413  2MAGCON      0000000000000000000000000000000
0252803152000BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0252903160516BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0253003160850FRANK            4111413  2MAGCON      0000000000000000000000000000000
0253603171533FRANK            4111413  2MAGCON      0000000000000000000000000000000
0253703180000BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0253803181407FRANK            4111413  2MAGCON      0000000000000000000000000000000
0254003182233BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0254103191343FRANK            4111413  2MAGCON      0000000000000000000000000000000
0254203192342BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0254303201542BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0254403210803DANIELSR         1142734  0FILE SAVE   0000000000000000000000000000000
0254503211004BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0254903212337BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0255103220327DCSMINN      16316365203249PURGE1      0000000000000000000000000000000
0255203220551BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0255303221052DCSFRS       16316177547249LJB         0000000000000000000000000000000
0255403221104DCSFRS       16316177547249LJB         0000000000000000000000000000000
0255503221449FRANK            4111413  2MAGCON      0000000000000000000000000000000
0255603230156BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0255703231304FRANK            4111413  2MAGCON      0000000000000000000000000000000
0255903231917BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0256003241553FRANK            4111413  2MAGCON      0000000000000000000000000000000
0256103251220BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0256203251843CONXTMP      42460317534249Y           1000000000000000000000000000000
0256303251851KLPGTMP      42460313476249Y           1000000000000000000000000000000
0256503261248BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0256603261306FRANK            4111413  2MAGCON      0000000000000000000000000000000
0256803261902KLPGTMP      42460313476249LOAD KLPGTMP1000000000000000000000000000000
0256903261903KLPGTMP      42460313476249LOAD KLPGTMP1000000000000000000000000000000
0257003261917CONXTMP      42460317534249Y           1000000000000000000000000000000
0257103261918CONXTMP      42460317534249Y           1000000000000000000000000000000
0257403290102DCSMINN      16316365203249PURGE2      0000000000000000000000000000000
0257503282311BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0257303282240FREMUR           1 16367  0WK0322      0 1     6 10000000       930328
0257603290821BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0257703291502FRANK            4111413  2MAGCON      0000000000000000000000000000000
0257803300814BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0257903301408BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0258003301411FRANK            4111413  2MAGCON      0000000000000000000000000000000
0258204010041BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0258304010809BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0258504011037BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0259404021549FRANK            4111413  2MAGCON      0000000000000000000000000000000
0259504021559BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0259904031524BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0260304041240BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0260404041244BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0260604051535FRANK            4111413  2MAGCON      0000000000000000000000000000000
0260804051942BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0260904052106BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0161304060835FRANK            4111413  2ATTT TAPE MV0000000000000000000000000000000
0261404061120BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0261504061601FRANK            4111413  2MAGCON      0000000000000000000000000000000
0261704062344BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0261804070311DCSMINN      16316365203249PURGE3      0000000000000000000000000000000
0261904071742BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0262004080840BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0262104080957BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0262204091023JCLMIN       11447271412  0JULIAN      0000000000000000000000000000000
0262304091425BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0262404102324BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0262504111023BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0262604111032BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0263604120523DCSMINN      16316365203249PURGE4      0000000000000000000000000000000
0263704122132RAILDATA     16316764607249RESTORE RAIL0000000000000000000000000000000
0263804130810BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0263904131554FRANK            4111413  2MAGCON      0000000000000000000000000000000
0264004141111BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0264104141300FRANK            4111413  2MAGCON      0000000000000000000000000000000
0264204150817BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0264304151406FRANK            4111413  2MAGCON      0000000000000000000000000000000
0264504161053BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0264604161317FRANK            4111413  2MAGCON      0000000000000000000000000000000
0264704171157BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0264804171651BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0265104181203BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0265504190824FRANK            4111413  2MAGCON      0000000000000000000000000000000
0265604192151BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0265704192306BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0265804200728DCSMINN      16316365203249PURGE1      0000000000000000000000000000000
0265904200839BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0266104210800DANIELSR         1142734  0FILE SAVE   0000000000000000000000000000000
0266204210821FRANK            4111413  2MAGCON      0000000000000000000000000000000
0266604220034BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0266804221246FRANK            4111413  2MAGCON      0000000000000000000000000000000
0266904231222BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0267004231256FRANK            4111413  2MAGCON      0000000000000000000000000000000
0267104252316BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0167204252326BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0267304260916FRANK            4111413  2MAGCON      0000000000000000000000000000000
0267404261847CONXTMP      42460317534249CONOCO '92 T1000000000000000000000000000000
0167704270853FRANK            4111413  2ATT TAPE MVS0000000000000000000000000000000
0267804271127DCSFRS       16316177547249LJB         0000000000000000000000000000000
0267904280517DCSMINN      16316365203249PURGE2      0000000000000000000000000000000
0268104280851BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0268204281052FRANK            4111413  2MAGCON      0000000000000000000000000000000
0268404282254BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0268504291019FRANK            4111413  2MAGCON      0000000000000000000000000000000
0268804300848BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0268904300859FRANK            4111413  2MAGCON      0000000000000000000000000000000
0269004301950BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0269105010746DCSMINN      16316365203249AIRCO       0 1   516 10000000       930501
0269305011744BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0269405012247BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0169505020240BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0269605020923BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0269705021528BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0270005022324FREMUR           1 16367  0MUR         0 1     6 10000000       930503
0270305022329FREMUR           1 16367  0            0 1     8 10000000       930503
0270505030917BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0270705040239DCSMINN      16316365203249PURGE3      0000000000000000000000000000000
0270805040824BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0270905040941FRANK            4111413  2MAGCON      0000000000000000000000000000000
0271105041519BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0271005041515DCSMINN      16316365203249AIRCO2      0 1    27 10000000       930504
0171405051520FRANK            4111413  2MAGCON      0000000000000000000000000000000
0271505060655DCSMINN      16316365203249PURGE4      0000000000000000000000000000000
0271905061011BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0272105061322FRANK            4111413  2MAGCON      0000000000000000000000000000000
0272305071346FRANK            4111413  2MAGCON      0000000000000000000000000000000
0272405081331BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0272505082252BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0272805101219BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0272905101222BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0273005102204BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0273505111055BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0273605111602BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0273705121407BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0273805130145DCSMINN      16316365203249PURGE1      0000000000000000000000000000000
0273905130017BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0274005130849BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0274205150813BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0274305150821BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0274405152316BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0274505161047BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0274605161058BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0274905170256BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0275005171358BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0275105171451FRANK            4111413  2MAGCON      0000000000000000000000000000000
0275305181104NETSTAT      21477205635201FILES 34 TO 0000000000000000000000000000000
0275405181340FRANK            4111413  2MAGCON      0000000000000000000000000000000
0175605182000BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0275705182007BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0275805191520DCSFRS       16316177547249LJB         0000000000000000000000000000000
0275905191453FRANK            4111413  2MAGCON      0000000000000000000000000000000
0276005200000BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0176105201306FRANK            4111413  2ATT TAPE MVS0000000000000000000000000000000
0276205201412FRANK            4111413  2MAGCON      0000000000000000000000000000000
0276405210800DANIELSR         1142734  0FILE SAVE   0000000000000000000000000000000
0276505210850BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0276605211446FRANK            4111413  2MAGCON      0000000000000000000000000000000
0276705220720BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0276805230839BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0276905231005BILLING10        1 44355  0MAGCON      0000000000000000000000000000000
0277005231310BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0277705240122FREMUR           1 16367  0            0 1     6 10000000       930524
0277805241042FRANK            4111413  2MAGCON      0000000000000000000000000000000
0277905250948BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0278005251310FRANK            4111413  2MAGCON      0000000000000000000000000000000
0278105251607BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0278305261350FRANK            4111413  2MAGCON      0000000000000000000000000000000
0278405271318DCSFRS       16316177547249LJB         0000000000000000000000000000000
0278505271217BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0278905281202BILLING10        1 44355  0ACTG        0000000000000000000000000000000
0279005281205FRANK            4111413  2MAGCON      0000000000000000000000000000000
